"";"Model";"NoiseLevel";"NoiseType";"Variable";"MAPE";"ErrorType";"PT_type";"Model_ErrorType"
"1887";"ANN";0,2;"Inverted";"lai";45,403968705554;"Validation error";17;"ANN Validation error"
"1888";"MTN";0,2;"Inverted";"lai";51,605820324673;"Validation error";17;"MTN Validation error"
"1889";"RFR";0,2;"Combined";"cab";38,2597943463877;"Validation error";17;"RFR Validation error"
"1890";"GPR";0,2;"Combined";"cab";40,5499696651418;"Validation error";17;"GPR Validation error"
"1891";"ANN";0,2;"Combined";"cab";37,6611584748381;"Validation error";17;"ANN Validation error"
"1892";"MTN";0,2;"Combined";"cab";38,0413136558521;"Validation error";17;"MTN Validation error"
"1893";"RFR";0,2;"Inverted";"cab";59,5970531038387;"Validation error";17;"RFR Validation error"
"1894";"GPR";0,2;"Inverted";"cab";61,8632850970425;"Validation error";17;"GPR Validation error"
"1895";"ANN";0,2;"Inverted";"cab";61,1149751055776;"Validation error";17;"ANN Validation error"
"1896";"MTN";0,2;"Inverted";"cab";57,6072679295133;"Validation error";17;"MTN Validation error"
"1897";"RFR";0,2;"Combined";"cw";43,6183130221383;"Validation error";17;"RFR Validation error"
"1898";"GPR";0,2;"Combined";"cw";39,5648308791122;"Validation error";17;"GPR Validation error"
"1899";"ANN";0,2;"Combined";"cw";41,6671621354109;"Validation error";17;"ANN Validation error"
"1900";"MTN";0,2;"Combined";"cw";38,6599093295687;"Validation error";17;"MTN Validation error"
"1901";"RFR";0,2;"Inverted";"cw";45,4637007795459;"Validation error";17;"RFR Validation error"
"1902";"GPR";0,2;"Inverted";"cw";44,4403349050652;"Validation error";17;"GPR Validation error"
"1903";"ANN";0,2;"Inverted";"cw";47,453640491727;"Validation error";17;"ANN Validation error"
"1904";"MTN";0,2;"Inverted";"cw";43,77929417357;"Validation error";17;"MTN Validation error"
"1905";"RFR";0,2;"Combined";"cm";37,5317218051339;"Validation error";17;"RFR Validation error"
"1906";"GPR";0,2;"Combined";"cm";32,556526428935;"Validation error";17;"GPR Validation error"
"1907";"ANN";0,2;"Combined";"cm";35,3064389564044;"Validation error";17;"ANN Validation error"
"1908";"MTN";0,2;"Combined";"cm";34,4308659425603;"Validation error";17;"MTN Validation error"
"1909";"RFR";0,2;"Inverted";"cm";38,7650015260556;"Validation error";17;"RFR Validation error"
"1910";"GPR";0,2;"Inverted";"cm";36,9640983891358;"Validation error";17;"GPR Validation error"
"1911";"ANN";0,2;"Inverted";"cm";36,9938983201616;"Validation error";17;"ANN Validation error"
"1912";"MTN";0,2;"Inverted";"cm";37,2696901210707;"Validation error";17;"MTN Validation error"
"1913";"RFR";0,2;"Combined";"lai";51,7915865646509;"Validation error";17;"RFR Validation error"
"1914";"GPR";0,2;"Combined";"lai";41,6421876838082;"Validation error";17;"GPR Validation error"
"1915";"ANN";0,2;"Combined";"lai";42,4583943218397;"Validation error";17;"ANN Validation error"
"1916";"MTN";0,2;"Combined";"lai";41,3836564090482;"Validation error";17;"MTN Validation error"
"1917";"RFR";0,2;"Inverted";"lai";59,5574514397875;"Validation error";17;"RFR Validation error"
"1918";"GPR";0,2;"Inverted";"lai";46,284128635884;"Validation error";17;"GPR Validation error"
"1919";"ANN";0,2;"Inverted";"lai";47,4033516619887;"Validation error";17;"ANN Validation error"
"1920";"MTN";0,2;"Inverted";"lai";47,9443901870782;"Validation error";17;"MTN Validation error"
"1921";"RFR";0,25;"Combined";"cab";45,2356796589783;"Validation error";17;"RFR Validation error"
"1922";"GPR";0,25;"Combined";"cab";48,6027753688044;"Validation error";17;"GPR Validation error"
"1923";"ANN";0,25;"Combined";"cab";51,0153214469623;"Validation error";17;"ANN Validation error"
"1924";"MTN";0,25;"Combined";"cab";44,1625913811993;"Validation error";17;"MTN Validation error"
"1925";"RFR";0,25;"Inverted";"cab";67,1875386772435;"Validation error";17;"RFR Validation error"
"1926";"GPR";0,25;"Inverted";"cab";67,4929087475523;"Validation error";17;"GPR Validation error"
"1927";"ANN";0,25;"Inverted";"cab";68,4556122947623;"Validation error";17;"ANN Validation error"
"1928";"MTN";0,25;"Inverted";"cab";69,0497100743752;"Validation error";17;"MTN Validation error"
"1929";"RFR";0,25;"Combined";"cw";35,6495132143176;"Validation error";17;"RFR Validation error"
"1930";"GPR";0,25;"Combined";"cw";32,6562413291148;"Validation error";17;"GPR Validation error"
"1931";"ANN";0,25;"Combined";"cw";34,4469512451649;"Validation error";17;"ANN Validation error"
"1932";"MTN";0,25;"Combined";"cw";31,9944474326628;"Validation error";17;"MTN Validation error"
"1933";"RFR";0,25;"Inverted";"cw";37,8664741221084;"Validation error";17;"RFR Validation error"
"1934";"GPR";0,25;"Inverted";"cw";37,7609703327467;"Validation error";17;"GPR Validation error"
"1935";"ANN";0,25;"Inverted";"cw";38,2156740380977;"Validation error";17;"ANN Validation error"
"1936";"MTN";0,25;"Inverted";"cw";37,8497981231049;"Validation error";17;"MTN Validation error"
"1937";"RFR";0,25;"Combined";"cm";43,1354417164373;"Validation error";17;"RFR Validation error"
"1938";"GPR";0,25;"Combined";"cm";40,3738426128936;"Validation error";17;"GPR Validation error"
"1939";"ANN";0,25;"Combined";"cm";42,1095052245753;"Validation error";17;"ANN Validation error"
"1940";"MTN";0,25;"Combined";"cm";39,3105200450907;"Validation error";17;"MTN Validation error"
"1941";"RFR";0,25;"Inverted";"cm";42,687772555261;"Validation error";17;"RFR Validation error"
"1942";"GPR";0,25;"Inverted";"cm";41,5239269570186;"Validation error";17;"GPR Validation error"
"1943";"ANN";0,25;"Inverted";"cm";44,3317954672575;"Validation error";17;"ANN Validation error"
"1944";"MTN";0,25;"Inverted";"cm";43,9511115141361;"Validation error";17;"MTN Validation error"
"1945";"RFR";0,25;"Combined";"lai";71,419032932482;"Validation error";17;"RFR Validation error"
"1946";"GPR";0,25;"Combined";"lai";56,6773215214351;"Validation error";17;"GPR Validation error"
"1947";"ANN";0,25;"Combined";"lai";54,1678488222353;"Validation error";17;"ANN Validation error"
"1948";"MTN";0,25;"Combined";"lai";61,5959950369142;"Validation error";17;"MTN Validation error"
"1949";"RFR";0,25;"Inverted";"lai";73,7203588595112;"Validation error";17;"RFR Validation error"
"1950";"GPR";0,25;"Inverted";"lai";54,0167531211882;"Validation error";17;"GPR Validation error"
"1951";"ANN";0,25;"Inverted";"lai";53,3301104304929;"Validation error";17;"ANN Validation error"
"1952";"MTN";0,25;"Inverted";"lai";56,7840597473718;"Validation error";17;"MTN Validation error"
"1953";"RFR";0,25;"Combined";"cab";44,9068478617453;"Validation error";17;"RFR Validation error"
"1954";"GPR";0,25;"Combined";"cab";49,3617263257882;"Validation error";17;"GPR Validation error"
"1955";"ANN";0,25;"Combined";"cab";47,119882213861;"Validation error";17;"ANN Validation error"
"1956";"MTN";0,25;"Combined";"cab";47,7469261947624;"Validation error";17;"MTN Validation error"
"1957";"RFR";0,25;"Inverted";"cab";73,5102978248166;"Validation error";17;"RFR Validation error"
"1958";"GPR";0,25;"Inverted";"cab";73,1557084446614;"Validation error";17;"GPR Validation error"
"1959";"ANN";0,25;"Inverted";"cab";70,5805602096442;"Validation error";17;"ANN Validation error"
"1960";"MTN";0,25;"Inverted";"cab";75,6050811725366;"Validation error";17;"MTN Validation error"
"1961";"RFR";0,25;"Combined";"cw";42,1723668716209;"Validation error";17;"RFR Validation error"
"1962";"GPR";0,25;"Combined";"cw";38,0754490429939;"Validation error";17;"GPR Validation error"
"1963";"ANN";0,25;"Combined";"cw";39,1478075262328;"Validation error";17;"ANN Validation error"
"1964";"MTN";0,25;"Combined";"cw";38,0700977441503;"Validation error";17;"MTN Validation error"
"1965";"RFR";0,25;"Inverted";"cw";44,7606857287067;"Validation error";17;"RFR Validation error"
"1966";"GPR";0,25;"Inverted";"cw";44,2927584938888;"Validation error";17;"GPR Validation error"
"1967";"ANN";0,25;"Inverted";"cw";43,769471301569;"Validation error";17;"ANN Validation error"
"1968";"MTN";0,25;"Inverted";"cw";44,1388260250117;"Validation error";17;"MTN Validation error"
"1969";"RFR";0,25;"Combined";"cm";42,3565069574125;"Validation error";17;"RFR Validation error"
"1970";"GPR";0,25;"Combined";"cm";39,1951337180789;"Validation error";17;"GPR Validation error"
"1971";"ANN";0,25;"Combined";"cm";40,7859595873553;"Validation error";17;"ANN Validation error"
"1972";"MTN";0,25;"Combined";"cm";40,9819226636054;"Validation error";17;"MTN Validation error"
"1973";"RFR";0,25;"Inverted";"cm";41,8137612577004;"Validation error";17;"RFR Validation error"
"1974";"GPR";0,25;"Inverted";"cm";40,4360596420063;"Validation error";17;"GPR Validation error"
"1975";"ANN";0,25;"Inverted";"cm";41,3128893766553;"Validation error";17;"ANN Validation error"
"1976";"MTN";0,25;"Inverted";"cm";41,2977293164544;"Validation error";17;"MTN Validation error"
"1977";"RFR";0,25;"Combined";"lai";58,4581648833646;"Validation error";17;"RFR Validation error"
"1978";"GPR";0,25;"Combined";"lai";47,5319727003555;"Validation error";17;"GPR Validation error"
"1979";"ANN";0,25;"Combined";"lai";49,3332950565969;"Validation error";17;"ANN Validation error"
"1980";"MTN";0,25;"Combined";"lai";47,6809336811745;"Validation error";17;"MTN Validation error"
"1981";"RFR";0,25;"Inverted";"lai";60,3794449924558;"Validation error";17;"RFR Validation error"
"1982";"GPR";0,25;"Inverted";"lai";53,4164388957474;"Validation error";17;"GPR Validation error"
"1983";"ANN";0,25;"Inverted";"lai";56,1746116925873;"Validation error";17;"ANN Validation error"
"1984";"MTN";0,25;"Inverted";"lai";53,7569308654013;"Validation error";17;"MTN Validation error"
"1985";"RFR";0,25;"Combined";"cab";45,0235514137599;"Validation error";17;"RFR Validation error"
"1986";"GPR";0,25;"Combined";"cab";51,3969228017514;"Validation error";17;"GPR Validation error"
"1987";"ANN";0,25;"Combined";"cab";47,2568737087843;"Validation error";17;"ANN Validation error"
"1988";"MTN";0,25;"Combined";"cab";47,6680982474543;"Validation error";17;"MTN Validation error"
"1989";"RFR";0,25;"Inverted";"cab";78,9877877822686;"Validation error";17;"RFR Validation error"
"1990";"GPR";0,25;"Inverted";"cab";78,3922023095317;"Validation error";17;"GPR Validation error"
"1991";"ANN";0,25;"Inverted";"cab";77,5538461254376;"Validation error";17;"ANN Validation error"
"1992";"MTN";0,25;"Inverted";"cab";77,6343240547763;"Validation error";17;"MTN Validation error"
"1993";"RFR";0,25;"Combined";"cw";40,2987789451094;"Validation error";17;"RFR Validation error"
"1994";"GPR";0,25;"Combined";"cw";38,4234297554075;"Validation error";17;"GPR Validation error"
"1995";"ANN";0,25;"Combined";"cw";38,1305730619735;"Validation error";17;"ANN Validation error"
"1996";"MTN";0,25;"Combined";"cw";38,1368997548889;"Validation error";17;"MTN Validation error"
"1997";"RFR";0,25;"Inverted";"cw";41,2089456124608;"Validation error";17;"RFR Validation error"
"1998";"GPR";0,25;"Inverted";"cw";40,8599670505041;"Validation error";17;"GPR Validation error"
"1999";"ANN";0,25;"Inverted";"cw";38,5086024644977;"Validation error";17;"ANN Validation error"
"2000";"MTN";0,25;"Inverted";"cw";39,767096778743;"Validation error";17;"MTN Validation error"
"2001";"RFR";0,25;"Combined";"cm";39,2242728966892;"Validation error";17;"RFR Validation error"
"2002";"GPR";0,25;"Combined";"cm";36,9023671637071;"Validation error";17;"GPR Validation error"
"2003";"ANN";0,25;"Combined";"cm";36,8839071988624;"Validation error";17;"ANN Validation error"
"2004";"MTN";0,25;"Combined";"cm";36,5045754834602;"Validation error";17;"MTN Validation error"
"2005";"RFR";0,25;"Inverted";"cm";41,2988125265747;"Validation error";17;"RFR Validation error"
"2006";"GPR";0,25;"Inverted";"cm";40,2015546972917;"Validation error";17;"GPR Validation error"
"2007";"ANN";0,25;"Inverted";"cm";40,7543211256265;"Validation error";17;"ANN Validation error"
"2008";"MTN";0,25;"Inverted";"cm";38,9363861749469;"Validation error";17;"MTN Validation error"
"2009";"RFR";0,25;"Combined";"lai";67,8829897666735;"Validation error";17;"RFR Validation error"
"2010";"GPR";0,25;"Combined";"lai";57,8512678622926;"Validation error";17;"GPR Validation error"
"2011";"ANN";0,25;"Combined";"lai";62,7757438362242;"Validation error";17;"ANN Validation error"
"2012";"MTN";0,25;"Combined";"lai";62,2703314537325;"Validation error";17;"MTN Validation error"
"2013";"RFR";0,25;"Inverted";"lai";61,0525394045236;"Validation error";17;"RFR Validation error"
"2014";"GPR";0,25;"Inverted";"lai";49,9223745990247;"Validation error";17;"GPR Validation error"
"2015";"ANN";0,25;"Inverted";"lai";53,5174156609781;"Validation error";17;"ANN Validation error"
"2016";"MTN";0,25;"Inverted";"lai";52,5322162222329;"Validation error";17;"MTN Validation error"
"2017";"RFR";0,25;"Combined";"cab";47,9422320087218;"Validation error";17;"RFR Validation error"
"2018";"GPR";0,25;"Combined";"cab";49,7164898467021;"Validation error";17;"GPR Validation error"
"2019";"ANN";0,25;"Combined";"cab";50,8075002195518;"Validation error";17;"ANN Validation error"
"2020";"MTN";0,25;"Combined";"cab";47,8940403676566;"Validation error";17;"MTN Validation error"
"2021";"RFR";0,25;"Inverted";"cab";72,5544876530201;"Validation error";17;"RFR Validation error"
"2022";"GPR";0,25;"Inverted";"cab";73,2711358165121;"Validation error";17;"GPR Validation error"
"2023";"ANN";0,25;"Inverted";"cab";79,6844315286219;"Validation error";17;"ANN Validation error"
"2024";"MTN";0,25;"Inverted";"cab";73,4589678998037;"Validation error";17;"MTN Validation error"
"2025";"RFR";0,25;"Combined";"cw";43,6061661945018;"Validation error";17;"RFR Validation error"
"2026";"GPR";0,25;"Combined";"cw";42,4045699679422;"Validation error";17;"GPR Validation error"
"2027";"ANN";0,25;"Combined";"cw";42,4435883240007;"Validation error";17;"ANN Validation error"
"2028";"MTN";0,25;"Combined";"cw";42,064612260272;"Validation error";17;"MTN Validation error"
"2029";"RFR";0,25;"Inverted";"cw";44,0996044131104;"Validation error";17;"RFR Validation error"
"2030";"GPR";0,25;"Inverted";"cw";42,6653144956737;"Validation error";17;"GPR Validation error"
"2031";"ANN";0,25;"Inverted";"cw";43,9139921119933;"Validation error";17;"ANN Validation error"
"2032";"MTN";0,25;"Inverted";"cw";42,0853633305537;"Validation error";17;"MTN Validation error"
"2033";"RFR";0,25;"Combined";"cm";43,8258234807805;"Validation error";17;"RFR Validation error"
"2034";"GPR";0,25;"Combined";"cm";42,316898428144;"Validation error";17;"GPR Validation error"
"2035";"ANN";0,25;"Combined";"cm";44,0838470745056;"Validation error";17;"ANN Validation error"
"2036";"MTN";0,25;"Combined";"cm";43,4445580848629;"Validation error";17;"MTN Validation error"
"2037";"RFR";0,25;"Inverted";"cm";44,1169038581764;"Validation error";17;"RFR Validation error"
"2038";"GPR";0,25;"Inverted";"cm";44,1644739345556;"Validation error";17;"GPR Validation error"
"2039";"ANN";0,25;"Inverted";"cm";46,7472255298321;"Validation error";17;"ANN Validation error"
"2040";"MTN";0,25;"Inverted";"cm";44,2330699616293;"Validation error";17;"MTN Validation error"
"2041";"RFR";0,25;"Combined";"lai";58,8788363419131;"Validation error";17;"RFR Validation error"
"2042";"GPR";0,25;"Combined";"lai";52,4297354145287;"Validation error";17;"GPR Validation error"
"2043";"ANN";0,25;"Combined";"lai";52,9363699101633;"Validation error";17;"ANN Validation error"
"2044";"MTN";0,25;"Combined";"lai";51,2085763875567;"Validation error";17;"MTN Validation error"
"2045";"RFR";0,25;"Inverted";"lai";57,8070397387853;"Validation error";17;"RFR Validation error"
"2046";"GPR";0,25;"Inverted";"lai";54,2909022216546;"Validation error";17;"GPR Validation error"
"2047";"ANN";0,25;"Inverted";"lai";55,5429066004216;"Validation error";17;"ANN Validation error"
"2048";"MTN";0,25;"Inverted";"lai";53,4746960362546;"Validation error";17;"MTN Validation error"
"2049";"RFR";0,25;"Combined";"cab";49,7733169019655;"Validation error";17;"RFR Validation error"
"2050";"GPR";0,25;"Combined";"cab";54,757214675535;"Validation error";17;"GPR Validation error"
"2051";"ANN";0,25;"Combined";"cab";52,1259724024122;"Validation error";17;"ANN Validation error"
"2052";"MTN";0,25;"Combined";"cab";53,8767428157268;"Validation error";17;"MTN Validation error"
"2053";"RFR";0,25;"Inverted";"cab";65,1616645534569;"Validation error";17;"RFR Validation error"
"2054";"GPR";0,25;"Inverted";"cab";64,7707311277528;"Validation error";17;"GPR Validation error"
"2055";"ANN";0,25;"Inverted";"cab";65,1047213918714;"Validation error";17;"ANN Validation error"
"2056";"MTN";0,25;"Inverted";"cab";66,6334556339606;"Validation error";17;"MTN Validation error"
"2057";"RFR";0,25;"Combined";"cw";45,6292210930783;"Validation error";17;"RFR Validation error"
"2058";"GPR";0,25;"Combined";"cw";42,0739406208131;"Validation error";17;"GPR Validation error"
"2059";"ANN";0,25;"Combined";"cw";44,6027134344121;"Validation error";17;"ANN Validation error"
"2060";"MTN";0,25;"Combined";"cw";41,4676793956151;"Validation error";17;"MTN Validation error"
"2061";"RFR";0,25;"Inverted";"cw";48,0604484119313;"Validation error";17;"RFR Validation error"
"2062";"GPR";0,25;"Inverted";"cw";46,7815066567145;"Validation error";17;"GPR Validation error"
"2063";"ANN";0,25;"Inverted";"cw";46,2370339847938;"Validation error";17;"ANN Validation error"
"2064";"MTN";0,25;"Inverted";"cw";48,6735641323052;"Validation error";17;"MTN Validation error"
"2065";"RFR";0,25;"Combined";"cm";42,1875537402261;"Validation error";17;"RFR Validation error"
"2066";"GPR";0,25;"Combined";"cm";37,767774339618;"Validation error";17;"GPR Validation error"
"2067";"ANN";0,25;"Combined";"cm";38,5663781399542;"Validation error";17;"ANN Validation error"
"2068";"MTN";0,25;"Combined";"cm";37,0022408964891;"Validation error";17;"MTN Validation error"
"2069";"RFR";0,25;"Inverted";"cm";42,6655980650542;"Validation error";17;"RFR Validation error"
"2070";"GPR";0,25;"Inverted";"cm";40,4117124116345;"Validation error";17;"GPR Validation error"
"2071";"ANN";0,25;"Inverted";"cm";42,0814346552446;"Validation error";17;"ANN Validation error"
"2072";"MTN";0,25;"Inverted";"cm";42,1935440961937;"Validation error";17;"MTN Validation error"
"2073";"RFR";0,25;"Combined";"lai";72,176854991557;"Validation error";17;"RFR Validation error"
"2074";"GPR";0,25;"Combined";"lai";57,3688567269763;"Validation error";17;"GPR Validation error"
"2075";"ANN";0,25;"Combined";"lai";56,6664514071944;"Validation error";17;"ANN Validation error"
"2076";"MTN";0,25;"Combined";"lai";58,2071373037205;"Validation error";17;"MTN Validation error"
"2077";"RFR";0,25;"Inverted";"lai";75,9109062108532;"Validation error";17;"RFR Validation error"
"2078";"GPR";0,25;"Inverted";"lai";60,3103467956897;"Validation error";17;"GPR Validation error"
"2079";"ANN";0,25;"Inverted";"lai";57,0798384957315;"Validation error";17;"ANN Validation error"
"2080";"MTN";0,25;"Inverted";"lai";53,7641456843677;"Validation error";17;"MTN Validation error"
"2081";"RFR";0,25;"Combined";"cab";46,7247476949029;"Validation error";17;"RFR Validation error"
"2082";"GPR";0,25;"Combined";"cab";53,9007398313581;"Validation error";17;"GPR Validation error"
"2083";"ANN";0,25;"Combined";"cab";53,5477645906572;"Validation error";17;"ANN Validation error"
"2084";"MTN";0,25;"Combined";"cab";51,9530681606819;"Validation error";17;"MTN Validation error"
"2085";"RFR";0,25;"Inverted";"cab";73,2722762830297;"Validation error";17;"RFR Validation error"
"2086";"GPR";0,25;"Inverted";"cab";73,7895430720559;"Validation error";17;"GPR Validation error"
"2087";"ANN";0,25;"Inverted";"cab";72,21562010807;"Validation error";17;"ANN Validation error"
"2088";"MTN";0,25;"Inverted";"cab";75,1550701999211;"Validation error";17;"MTN Validation error"
"2089";"RFR";0,25;"Combined";"cw";42,6849587559676;"Validation error";17;"RFR Validation error"
"2090";"GPR";0,25;"Combined";"cw";39,0161615267713;"Validation error";17;"GPR Validation error"
"2091";"ANN";0,25;"Combined";"cw";38,2974029350929;"Validation error";17;"ANN Validation error"
"2092";"MTN";0,25;"Combined";"cw";39,703577091223;"Validation error";17;"MTN Validation error"
"2093";"RFR";0,25;"Inverted";"cw";46,2813939684345;"Validation error";17;"RFR Validation error"
"2094";"GPR";0,25;"Inverted";"cw";46,0554480731253;"Validation error";17;"GPR Validation error"
"2095";"ANN";0,25;"Inverted";"cw";47,221246628825;"Validation error";17;"ANN Validation error"
"2096";"MTN";0,25;"Inverted";"cw";45,8270992519797;"Validation error";17;"MTN Validation error"
"2097";"RFR";0,25;"Combined";"cm";39,1682901207342;"Validation error";17;"RFR Validation error"
"2098";"GPR";0,25;"Combined";"cm";35,8120650933882;"Validation error";17;"GPR Validation error"
"2099";"ANN";0,25;"Combined";"cm";35,8396995697875;"Validation error";17;"ANN Validation error"
"2100";"MTN";0,25;"Combined";"cm";34,2489389791228;"Validation error";17;"MTN Validation error"
"2101";"RFR";0,25;"Inverted";"cm";40,4016106963807;"Validation error";17;"RFR Validation error"
"2102";"GPR";0,25;"Inverted";"cm";37,6449755600798;"Validation error";17;"GPR Validation error"
"2103";"ANN";0,25;"Inverted";"cm";38,0017967413195;"Validation error";17;"ANN Validation error"
"2104";"MTN";0,25;"Inverted";"cm";39,7133710137854;"Validation error";17;"MTN Validation error"
"2105";"RFR";0,25;"Combined";"lai";76,4042351231575;"Validation error";17;"RFR Validation error"
"2106";"GPR";0,25;"Combined";"lai";61,0346556440813;"Validation error";17;"GPR Validation error"
"2107";"ANN";0,25;"Combined";"lai";68,4706316703946;"Validation error";17;"ANN Validation error"
"2108";"MTN";0,25;"Combined";"lai";58,621695059744;"Validation error";17;"MTN Validation error"
"2109";"RFR";0,25;"Inverted";"lai";76,2636865244175;"Validation error";17;"RFR Validation error"
"2110";"GPR";0,25;"Inverted";"lai";59,2932387902833;"Validation error";17;"GPR Validation error"
"2111";"ANN";0,25;"Inverted";"lai";63,4553487861409;"Validation error";17;"ANN Validation error"
"2112";"MTN";0,25;"Inverted";"lai";62,4488980539302;"Validation error";17;"MTN Validation error"
"2113";"RFR";0,25;"Combined";"cab";49,1268973389102;"Validation error";17;"RFR Validation error"
"2114";"GPR";0,25;"Combined";"cab";51,9205917041671;"Validation error";17;"GPR Validation error"
"2115";"ANN";0,25;"Combined";"cab";49,9145843856038;"Validation error";17;"ANN Validation error"
"2116";"MTN";0,25;"Combined";"cab";49,970752617057;"Validation error";17;"MTN Validation error"
"2117";"RFR";0,25;"Inverted";"cab";72,0917040793786;"Validation error";17;"RFR Validation error"
"2118";"GPR";0,25;"Inverted";"cab";72,6714227390978;"Validation error";17;"GPR Validation error"
"2119";"ANN";0,25;"Inverted";"cab";75,704431918352;"Validation error";17;"ANN Validation error"
"2120";"MTN";0,25;"Inverted";"cab";71,695249015981;"Validation error";17;"MTN Validation error"
"2121";"RFR";0,25;"Combined";"cw";40,2518568687862;"Validation error";17;"RFR Validation error"
"2122";"GPR";0,25;"Combined";"cw";37,685263285907;"Validation error";17;"GPR Validation error"
"2123";"ANN";0,25;"Combined";"cw";37,8162564225941;"Validation error";17;"ANN Validation error"
"2124";"MTN";0,25;"Combined";"cw";36,922041194015;"Validation error";17;"MTN Validation error"
"2125";"RFR";0,25;"Inverted";"cw";42,9758420548395;"Validation error";17;"RFR Validation error"
"2126";"GPR";0,25;"Inverted";"cw";43,0426024090686;"Validation error";17;"GPR Validation error"
"2127";"ANN";0,25;"Inverted";"cw";43,675180185795;"Validation error";17;"ANN Validation error"
"2128";"MTN";0,25;"Inverted";"cw";43,9628317174784;"Validation error";17;"MTN Validation error"
"2129";"RFR";0,25;"Combined";"cm";41,0911784823451;"Validation error";17;"RFR Validation error"
"2130";"GPR";0,25;"Combined";"cm";38,8267214056624;"Validation error";17;"GPR Validation error"
"2131";"ANN";0,25;"Combined";"cm";39,2106282002303;"Validation error";17;"ANN Validation error"
"2132";"MTN";0,25;"Combined";"cm";39,6417898555625;"Validation error";17;"MTN Validation error"
"2133";"RFR";0,25;"Inverted";"cm";43,1328559529813;"Validation error";17;"RFR Validation error"
"2134";"GPR";0,25;"Inverted";"cm";43,1398522891437;"Validation error";17;"GPR Validation error"
"2135";"ANN";0,25;"Inverted";"cm";43,3238348933805;"Validation error";17;"ANN Validation error"
"2136";"MTN";0,25;"Inverted";"cm";43,1418563474455;"Validation error";17;"MTN Validation error"
"2137";"RFR";0,25;"Combined";"lai";75,6107847212122;"Validation error";17;"RFR Validation error"
"2138";"GPR";0,25;"Combined";"lai";53,4695865765069;"Validation error";17;"GPR Validation error"
"2139";"ANN";0,25;"Combined";"lai";49,1690484352658;"Validation error";17;"ANN Validation error"
"2140";"MTN";0,25;"Combined";"lai";53,0031485524481;"Validation error";17;"MTN Validation error"
"2141";"RFR";0,25;"Inverted";"lai";74,8616555101933;"Validation error";17;"RFR Validation error"
"2142";"GPR";0,25;"Inverted";"lai";57,6113768876099;"Validation error";17;"GPR Validation error"
"2143";"ANN";0,25;"Inverted";"lai";57,6724417018898;"Validation error";17;"ANN Validation error"
"2144";"MTN";0,25;"Inverted";"lai";62,7866533010225;"Validation error";17;"MTN Validation error"
"2145";"RFR";0,25;"Combined";"cab";42,2778728466416;"Validation error";17;"RFR Validation error"
"2146";"GPR";0,25;"Combined";"cab";49,8142550510004;"Validation error";17;"GPR Validation error"
"2147";"ANN";0,25;"Combined";"cab";48,70495030403;"Validation error";17;"ANN Validation error"
"2148";"MTN";0,25;"Combined";"cab";49,5474544794246;"Validation error";17;"MTN Validation error"
"2149";"RFR";0,25;"Inverted";"cab";69,9630834955631;"Validation error";17;"RFR Validation error"
"2150";"GPR";0,25;"Inverted";"cab";69,2305369584949;"Validation error";17;"GPR Validation error"
"2151";"ANN";0,25;"Inverted";"cab";67,7363291832412;"Validation error";17;"ANN Validation error"
"2152";"MTN";0,25;"Inverted";"cab";68,8944390097193;"Validation error";17;"MTN Validation error"
"2153";"RFR";0,25;"Combined";"cw";37,7766509710304;"Validation error";17;"RFR Validation error"
"2154";"GPR";0,25;"Combined";"cw";34,0950841538804;"Validation error";17;"GPR Validation error"
"2155";"ANN";0,25;"Combined";"cw";35,4650860937212;"Validation error";17;"ANN Validation error"
"2156";"MTN";0,25;"Combined";"cw";33,5005297528755;"Validation error";17;"MTN Validation error"
"2157";"RFR";0,25;"Inverted";"cw";39,7354859872122;"Validation error";17;"RFR Validation error"
"2158";"GPR";0,25;"Inverted";"cw";40,1454948798205;"Validation error";17;"GPR Validation error"
"2159";"ANN";0,25;"Inverted";"cw";41,8507747606549;"Validation error";17;"ANN Validation error"
"2160";"MTN";0,25;"Inverted";"cw";40,9143642045472;"Validation error";17;"MTN Validation error"
"2161";"RFR";0,25;"Combined";"cm";42,1519189792908;"Validation error";17;"RFR Validation error"
"2162";"GPR";0,25;"Combined";"cm";38,3444761145701;"Validation error";17;"GPR Validation error"
"2163";"ANN";0,25;"Combined";"cm";38,5950751282135;"Validation error";17;"ANN Validation error"
"2164";"MTN";0,25;"Combined";"cm";40,4435633720593;"Validation error";17;"MTN Validation error"
"2165";"RFR";0,25;"Inverted";"cm";42,4101474165934;"Validation error";17;"RFR Validation error"
"2166";"GPR";0,25;"Inverted";"cm";41,3037065013114;"Validation error";17;"GPR Validation error"
"2167";"ANN";0,25;"Inverted";"cm";41,9348472455956;"Validation error";17;"ANN Validation error"
"2168";"MTN";0,25;"Inverted";"cm";42,488381877947;"Validation error";17;"MTN Validation error"
"2169";"RFR";0,25;"Combined";"lai";82,8724560864032;"Validation error";17;"RFR Validation error"
"2170";"GPR";0,25;"Combined";"lai";62,0062299582049;"Validation error";17;"GPR Validation error"
"2171";"ANN";0,25;"Combined";"lai";64,6457309015299;"Validation error";17;"ANN Validation error"
"2172";"MTN";0,25;"Combined";"lai";62,7133762002325;"Validation error";17;"MTN Validation error"
"2173";"RFR";0,25;"Inverted";"lai";82,4315267952259;"Validation error";17;"RFR Validation error"
"2174";"GPR";0,25;"Inverted";"lai";66,688380401146;"Validation error";17;"GPR Validation error"
